account_id,customer_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,gender,age,senior_citizen,married,num_dependents,zip_code,city_name,population,customer_status,churn_label,churn_category,churn_reason
OYVY-LHNQV,9091-WTUUY,64,4,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Mailed Check,25.74,1647.36,51,Yes,No,No,69.25,4447.75,0.0,Male,30,No,Yes,0,95366,Ripon,12646,Stayed,No,,
AWQO-ZSMOL,9227-UAQFT,16,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Mailed Check,40.17,642.72,0,No,No,No,19.75,284.35,0.0,Male,40,No,No,0,91606,North Hollywood,45358,Stayed,No,,
GRFI-JYYQR,9546-CQJSU,2,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.62,79.24,7,Yes,No,No,91.4,193.6,0.0,Female,50,No,No,0,95728,Soda Springs,88,Churned,Yes,Competitor,Competitor had better devices
VJOU-MLOYU,9779-DPNEJ,22,5,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,33.46,736.12,29,No,Yes,Yes,80.15,1790.65,0.0,Female,59,No,Yes,3,92364,Nipton,162,Stayed,No,,
ZTMZ-ZYQEE,0013-MHZWF,9,0,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,16.77,150.93,73,Yes,Yes,Yes,69.4,571.45,0.0,Female,23,No,No,3,95345,Midpines,433,Stayed,No,,
ZRSZ-ZLMCB,0505-SPOOW,70,7,No,None,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,11.71,819.7,0,No,No,No,19.8,1397.65,0.0,Female,41,No,Yes,0,92508,Riverside,17147,Stayed,No,,
XEPY-GGKIA,1409-PHXTF,54,5,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,32.56,1758.24,16,Yes,Yes,No,110.45,6077.75,0.0,Male,77,Yes,Yes,0,91945,Lemon Grove,24961,Stayed,No,,
UVAW-MSJPP,1448-CYWKC,58,2,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,43.01,2494.58,30,Yes,Yes,Yes,105.2,6225.4,34.83,Female,61,No,Yes,3,92118,Coronado,24093,Stayed,No,,
OEHV-DQVUG,1657-DYMBM,53,8,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,34.46,1826.38,0,No,No,No,19.9,1110.05,0.0,Male,35,No,Yes,0,92591,Temecula,25655,Stayed,No,,
TATJ-HMGAN,1785-BPHTP,28,6,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3.18,89.04,12,Yes,No,No,85.45,2289.9,0.0,Male,64,No,Yes,2,90403,Santa Monica,23559,Stayed,No,,
ROAV-CCVLM,2478-EEWWM,59,1,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,53,Yes,Yes,Yes,44.3,2666.75,0.0,Male,21,No,Yes,0,95943,Glenn,1454,Stayed,No,,
TXQV-TXPKJ,2856-NNASM,43,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,39.12,1682.16,6,Yes,Yes,Yes,89.55,3856.75,0.0,Male,74,Yes,No,0,95407,Santa Rosa,30876,Churned,Yes,Dissatisfaction,Network reliability
HXEV-KQXXF,4423-JWZJN,64,9,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,45.35,2902.4,30,No,Yes,Yes,90.25,5629.15,0.0,Male,57,No,Yes,2,93265,Springville,3546,Stayed,No,,
KCZH-BLERO,4489-SNOJF,35,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,25.27,884.45,82,Yes,No,No,72.25,2568.55,0.0,Female,28,No,Yes,2,94576,Deer Park,223,Churned,Yes,Other,Don't know
NXEN-OWUWA,4526-RMTLL,8,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,37.28,298.24,14,No,Yes,Yes,76.15,645.8,0.0,Male,32,No,Yes,1,90270,Maywood,28094,Stayed,No,,
KJRD-YHJPP,4548-SDBKE,5,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,34.49,172.45,46,Yes,No,Yes,85.2,474.8,0.0,Female,26,No,No,0,91773,San Dimas,33878,Churned,Yes,Attitude,Attitude of service provider
RIVR-IBQMB,4745-LSPLO,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,19.85,0,No,No,No,20.5,20.5,0.0,Male,22,No,No,0,92111,San Diego,46828,Churned,Yes,Attitude,Attitude of support person
JZRN-MJFLZ,4747-LCAQL,25,0,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,7.55,188.75,71,Yes,Yes,Yes,79.0,1902.0,0.0,Male,28,No,No,0,90037,Los Angeles,56709,Stayed,No,,
CRUV-ZDZOO,4833-QTJNO,67,10,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,44.9,3008.3,20,No,No,No,83.85,5588.8,0.0,Male,66,Yes,Yes,0,95311,Coulterville,2271,Stayed,No,,
REZC-VSFPD,5135-GRQJV,72,4,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,5.6,403.2,19,Yes,Yes,Yes,114.5,8331.95,0.0,Male,75,Yes,Yes,0,93608,Cantua Creek,1766,Stayed,No,,
HFNX-IFWKC,5173-ZXXXL,2,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,31.45,62.9,0,No,No,No,19.95,47.7,0.0,Male,47,No,No,0,92869,Orange,37916,Joined,No,,
GWLZ-PKHYO,5356-RHIPP,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.49,45.49,0,No,No,No,20.2,20.2,0.0,Male,38,No,No,0,93618,Dinuba,24206,Churned,Yes,Competitor,Competitor made better offer
BTLG-GUZWZ,5384-ZTTWP,15,4,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,17.43,261.45,0,No,No,No,19.8,272.95,18.55,Female,49,No,Yes,1,95991,Yuba City,34967,Stayed,No,,
OAVE-ABIKC,5542-DHSXL,4,2,Yes,Cable,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,6.77,27.08,3,No,No,No,54.7,235.05,0.0,Female,36,No,Yes,0,95920,Butte City,303,Stayed,No,,
KQUR-UFVZU,5982-XMDEX,65,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,33.71,2191.15,0,No,No,No,26.5,1698.55,0.0,Female,42,No,No,0,93203,Arvin,16206,Stayed,No,,
VPAY-PSVRO,6016-NXBNJ,35,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,7.74,270.9,0,No,No,No,19.15,638.0,0.0,Male,53,No,No,0,93646,Orange Cove,8449,Stayed,No,,
UVNM-USRSS,6333-YDVLT,65,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,33.11,2152.15,10,Yes,Yes,Yes,110.0,7138.65,0.0,Male,61,No,No,0,94607,Oakland,21054,Stayed,No,,
OIWI-TZNGL,6481-LXPWL,56,1,Yes,DSL,No,No,No,No,No,Yes,Yes,One Year,Yes,Credit Card,0.0,0.0,28,No,No,No,36.1,1971.5,0.0,Male,61,No,Yes,1,94306,Palo Alto,24492,Stayed,No,,
XZPS-TWSGF,6656-JWRQX,1,0,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,0.0,0.0,9,No,No,No,30.55,30.55,0.0,Female,60,No,No,0,92124,San Diego,30206,Joined,No,,
IACQ-RZRAF,6833-JMZYP,15,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,15.28,229.2,16,Yes,Yes,Yes,94.0,1505.45,0.0,Female,54,No,No,0,92345,Hesperia,68515,Stayed,No,,
WORV-MPZLM,6941-KXRRV,48,10,Yes,DSL,Yes,Yes,No,No,No,Yes,No,One Year,Yes,Bank Withdrawal,34.43,1652.64,2,No,Yes,Yes,58.95,2789.7,0.0,Female,65,Yes,Yes,0,96023,Dorris,1162,Stayed,No,,
DLGX-BNPYJ,7161-DFHUF,71,4,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,21.19,1504.49,0,No,No,No,23.85,1672.1,0.0,Female,55,No,Yes,0,96087,Shasta,528,Stayed,No,,
VANY-HTNLG,7421-ZLUPA,8,0,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,0.0,0.0,2,No,No,No,29.25,226.95,0.0,Female,57,No,No,0,93230,Hanford,53204,Stayed,No,,
CMZM-AHCJW,7629-WIXZF,7,0,Yes,DSL,Yes,Yes,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,6.83,47.81,17,No,Yes,Yes,59.1,369.25,0.0,Female,32,No,No,0,94903,San Rafael,28403,Stayed,No,,
IPRM-LGAUV,7634-HLQJR,47,1,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,1.44,67.68,0,No,No,No,20.05,1016.7,0.0,Female,52,No,Yes,1,95039,Moss Landing,899,Stayed,No,,
NEFL-ZMSJE,7717-BICXI,60,4,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,15.65,939.0,0,No,No,No,20.55,1205.05,0.0,Male,37,No,Yes,3,93645,O Neals,173,Stayed,No,,
ULUU-FZVMT,7994-UYIVZ,8,1,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,39.59,316.72,16,No,Yes,Yes,85.65,659.45,0.0,Male,62,No,Yes,0,93641,Miramonte,571,Stayed,No,,
BEYY-QFSSU,8276-MQBYC,51,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,19.49,993.99,11,Yes,Yes,No,97.8,4913.3,0.0,Male,70,Yes,No,0,90028,Los Angeles,30568,Churned,Yes,Price,Long distance charges
IKKX-FKCYF,8292-TYSPY,19,0,Yes,Cable,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,4.3,81.7,23,No,No,No,55.0,1046.5,0.0,Male,55,No,No,0,90048,Los Angeles,21739,Churned,Yes,Competitor,Competitor offered more data
LBWR-XPPSV,8495-LJDFO,64,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,22.86,1463.04,24,Yes,Yes,No,108.95,7111.3,0.0,Female,76,Yes,No,0,92688,Rancho Santa Margarita,42193,Stayed,No,,
EWVA-CSXGQ,8625-AZYZY,24,2,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3.0,72.0,15,Yes,Yes,Yes,104.65,2542.45,0.0,Male,51,No,Yes,0,92539,Anza,3745,Churned,Yes,Competitor,Competitor made better offer
TWEA-KEKEW,8868-GAGIO,45,8,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,22.8,1026.0,15,No,No,No,84.55,3713.95,0.0,Male,49,No,Yes,0,94089,Sunnyvale,16985,Stayed,No,,
JNVP-ZQSBZ,9074-KGVOX,50,10,Yes,DSL,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,0.0,0.0,23,Yes,No,No,39.45,2021.35,0.0,Male,44,No,Yes,3,95488,Westport,309,Stayed,No,,
ISAM-TQNLG,9087-EYCPR,60,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Mailed Check,39.41,2364.6,0,No,No,No,25.0,1505.05,0.0,Female,63,No,No,0,95336,Manteca,36738,Stayed,No,,
MDVY-ELVXT,9090-SGQXL,68,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,47.17,3207.56,29,Yes,Yes,No,105.3,7299.65,0.0,Male,70,Yes,Yes,0,95005,Ben Lomond,6407,Churned,Yes,Competitor,Competitor offered more data
MKBI-RKYEJ,9102-IAYHT,17,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,47.76,811.92,26,No,Yes,Yes,85.45,1451.6,0.0,Female,29,No,Yes,0,93908,Salinas,13027,Churned,Yes,Attitude,Attitude of support person
SXQY-KAEFU,9618-LFJRU,4,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,3.05,12.2,0,No,No,No,20.45,82.85,0.0,Female,31,No,No,0,90303,Inglewood,27778,Stayed,No,,
NAVF-FZPXC,9938-EKRGF,15,0,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,8.97,134.55,2,Yes,Yes,Yes,84.45,1287.85,0.0,Female,58,No,No,0,96052,Lewiston,1845,Stayed,No,,
QPUK-YDCCD,0057-QBUQH,43,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,30.64,1317.52,0,No,No,No,25.1,1070.15,0.0,Female,31,No,No,3,95046,San Martin,5671,Stayed,No,,
MIAI-ISVPO,0231-LXVAP,1,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.56,44.56,27,No,No,No,75.9,75.9,0.0,Male,23,No,No,0,92592,Temecula,46171,Churned,Yes,Competitor,Competitor made better offer
TZVF-VNPAM,0260-ZDLGK,9,0,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,35.49,319.41,11,Yes,Yes,Yes,72.9,651.4,0.0,Female,50,No,No,2,91773,San Dimas,33878,Churned,Yes,Competitor,Competitor made better offer
OTHK-AVXOY,0673-IGUQO,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,30.09,30.09,0,No,No,No,20.45,20.45,0.0,Male,26,No,No,0,92371,Phelan,12463,Joined,No,,
QUXH-SIXLD,1518-VOWAV,9,0,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,36.43,327.87,16,Yes,Yes,Yes,74.65,703.55,0.0,Female,31,No,No,0,92028,Fallbrook,42239,Churned,Yes,Competitor,Competitor made better offer
RGKM-QGXPS,1561-BWHIN,19,1,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,13.13,249.47,0,No,No,No,19.8,344.5,0.0,Male,33,No,Yes,1,90270,Maywood,28094,Stayed,No,,
TQKG-OBLHM,2165-VOEGB,46,0,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,43.04,1979.84,71,Yes,Yes,Yes,105.2,4822.85,0.0,Female,23,No,No,0,91501,Burbank,18112,Churned,Yes,Other,Don't know
YUFM-OLHYG,2239-CFOUJ,1,3,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,27.5,27.5,0,No,No,No,20.4,20.4,0.0,Male,27,No,Yes,2,95570,Trinidad,2369,Joined,No,,
UGJB-DXICA,2277-VWCNI,4,0,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Two Year,No,Mailed Check,31.13,124.52,15,No,No,No,48.75,179.85,0.0,Female,65,Yes,No,0,95007,Brookdale,1007,Stayed,No,,
TTFC-JPQLA,2842-BCQGE,43,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,19.66,845.38,28,No,No,No,75.35,3161.4,0.0,Male,39,No,No,0,92139,San Diego,36351,Stayed,No,,
UOIM-AUHRF,2876-VBBBL,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,10.71,10.71,0,No,No,No,20.25,20.25,0.0,Female,64,No,No,0,93664,Shaver Lake,642,Churned,Yes,Attitude,Attitude of support person
YANO-COBMZ,2955-BJZHG,17,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,16.61,282.37,3,Yes,No,No,80.85,1400.85,0.0,Male,41,No,Yes,0,92308,Apple Valley,28819,Churned,Yes,Competitor,Competitor had better devices
KOZI-CHEVJ,3018-TFTSU,12,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,18.38,220.56,3,No,No,No,81.7,858.6,0.0,Male,44,No,No,0,95233,Hathaway Pines,335,Churned,Yes,Dissatisfaction,Poor expertise of phone support
YKBK-NXLSX,3489-HHPFY,2,9,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,22.23,44.46,13,Yes,No,No,84.05,134.05,0.0,Female,40,No,Yes,0,92304,Amboy,42,Joined,No,,
HZPD-TRPOP,3780-YVMFA,8,1,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.94,239.52,17,Yes,Yes,Yes,68.55,564.35,0.0,Female,33,No,Yes,1,90803,Long Beach,31352,Stayed,No,,
MWHP-THGHP,3801-HMYNL,1,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,32.35,32.35,18,Yes,Yes,Yes,89.15,89.15,0.0,Male,44,No,Yes,0,95606,Brooks,382,Churned,Yes,Competitor,Competitor had better devices
EEAL-ZMZLW,4079-VTGLK,30,7,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,40.5,1215.0,8,Yes,Yes,No,74.85,2181.75,0.0,Male,77,Yes,Yes,0,92501,Riverside,18999,Stayed,No,,
JQPN-GRGBH,4090-KPJIP,3,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1.64,4.92,8,No,No,No,74.95,212.4,27.6,Female,42,No,No,0,92806,Anaheim,34398,Joined,No,,
KAFT-QNGZV,4106-HADHQ,39,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,35.7,1392.3,9,Yes,Yes,Yes,80.0,3182.95,0.0,Male,42,No,Yes,0,95715,Emigrant Gap,185,Churned,,Other,Moved
CVTJ-BAKAU,4135-FRWKJ,55,1,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,34.57,1901.35,19,Yes,No,No,76.25,4154.55,0.0,Female,66,Yes,Yes,1,90404,Santa Monica,19975,Stayed,No,,
LHBK-ZFLFC,4201-JMNGR,1,0,Yes,Cable,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,26.22,26.22,22,No,No,No,55.8,55.8,0.0,Female,66,Yes,No,0,92356,Lucerne Valley,5256,Churned,Yes,Dissatisfaction,Service dissatisfaction
KUBF-TQBWV,4450-YOOHP,39,0,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0.0,6,Yes,Yes,Yes,50.65,1905.4,3.51,Female,56,No,No,0,95818,Sacramento,21313,Stayed,No,,
WYWJ-YUPAY,4835-YSJMR,39,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,3.93,153.27,15,No,No,No,49.8,1971.15,0.0,Male,59,No,No,0,95307,Ceres,32881,Stayed,No,,
SEWW-DEJJX,5161-XEUVX,37,8,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,13.13,485.81,58,Yes,No,No,94.3,3460.95,0.0,Male,23,No,Yes,0,90262,Lynwood,69850,Stayed,No,,
ALFH-IJFWB,5364-EVNIB,13,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,30.88,401.44,3,No,No,No,79.8,973.45,0.0,Male,61,No,No,0,92868,Orange,23172,Churned,Yes,Dissatisfaction,Service dissatisfaction
YULY-KFGIP,5473-KHBPS,52,8,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,8.16,424.32,20,Yes,No,No,95.7,4976.15,0.0,Female,53,No,Yes,3,90743,Surfside,174,Stayed,No,,
BQYS-TSNQX,5565-FILXA,16,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,38.75,620.0,16,Yes,Yes,No,96.15,1529.2,0.0,Female,76,Yes,No,0,92027,Escondido,48690,Churned,Yes,Other,Don't know
RCDA-OAQNS,5696-CEIQJ,67,4,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,13.26,888.42,76,Yes,Yes,Yes,103.15,6895.5,0.0,Male,31,No,Yes,3,92504,Riverside,46550,Stayed,No,,
IYTV-EVHMV,6366-ZGQGL,1,0,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,29,No,No,No,24.8,24.8,0.0,Male,60,No,No,0,91766,Pomona,69974,Churned,Yes,Dissatisfaction,Service dissatisfaction
ZCCO-ESISD,6402-EJMWF,4,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,21.03,84.12,3,No,Yes,Yes,55.3,238.5,0.0,Male,33,No,No,0,92583,San Jacinto,21349,Stayed,No,,
ZLOT-UXWPG,6407-UTSLV,2,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Two Year,Yes,Bank Withdrawal,32.98,65.96,14,Yes,No,No,83.8,163.7,0.0,Female,76,Yes,No,0,90222,Compton,29825,Joined,No,,
SVPX-LFFJS,6421-SZVEM,28,4,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,16.13,451.64,69,No,Yes,Yes,82.85,2320.8,0.0,Female,30,No,Yes,1,90745,Carson,55486,Stayed,No,,
BVPV-LMIVD,6435-SRWBJ,5,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.74,148.7,42,No,No,No,82.75,417.75,0.0,Female,21,No,No,0,90068,Los Angeles,21728,Stayed,No,,
BHYD-ZUFSW,6447-GORXK,31,0,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.0,0.0,51,No,No,No,25.0,789.2,22.4,Male,20,No,No,3,92128,San Diego,42733,Stayed,No,,
RIEA-YDULH,6732-FZUGP,47,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,One Year,No,Credit Card,40.25,1891.75,69,Yes,No,No,94.9,4615.25,0.0,Female,30,No,No,0,94705,Berkeley,12448,Stayed,No,,
JASF-XSDHU,6878-GGDWG,32,1,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,12.35,395.2,0,No,No,No,19.4,641.15,0.0,Female,57,No,Yes,0,92101,San Diego,27505,Stayed,No,,
CQGR-HWHQH,7011-CVEUC,25,7,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,3.81,95.25,8,Yes,Yes,Yes,95.7,2338.35,0.0,Male,51,No,Yes,0,91911,Chula Vista,71126,Stayed,No,,
AFAJ-ZLHTG,7025-WCBNE,47,0,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Two Year,No,Bank Withdrawal,14.78,694.66,10,No,No,No,59.6,2754.0,0.0,Male,74,Yes,No,0,92705,Santa Ana,44117,Stayed,No,,
NKPV-TGIAN,7145-FEJWU,12,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,16.96,203.52,18,Yes,Yes,Yes,105.3,1275.65,0.0,Female,62,No,No,2,94134,San Francisco,40137,Stayed,No,,
SVXE-OZAIM,7216-KAOID,41,8,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,39.53,1620.73,0,No,No,No,19.5,798.2,0.0,Male,27,No,Yes,1,95401,Santa Rosa,36125,Stayed,No,,
EEFB-LSWED,7242-QZLXF,1,0,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,51,No,No,No,25.3,25.3,0.0,Male,20,No,No,3,92121,San Diego,4258,Churned,Yes,Competitor,Competitor made better offer
NICZ-JIXUI,7501-IWUNG,61,9,Yes,DSL,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,1.27,77.47,24,Yes,Yes,Yes,73.8,4616.05,49.51,Female,57,No,Yes,0,93265,Springville,3546,Stayed,No,,
VNDV-LNMPO,7657-DYEPJ,38,0,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,5.75,218.5,30,Yes,No,No,70.15,2497.35,0.0,Male,73,Yes,No,0,90024,Los Angeles,44150,Churned,Yes,Price,Lack of affordable download/upload speed
AXXS-XDEFL,7660-HDPJV,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,10.08,10.08,18,No,No,No,69.2,69.2,0.0,Female,51,No,No,0,90810,Long Beach,35656,Churned,Yes,Dissatisfaction,Poor expertise of online support
AKZT-VNFZP,7872-RDDLZ,67,0,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,48.43,3244.81,28,No,No,No,54.9,3725.5,0.0,Female,68,Yes,No,0,95587,Piercy,200,Stayed,No,,
WGFJ-OPGCS,8016-ZMGMO,66,0,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,44.01,2904.66,17,Yes,No,No,70.85,4738.85,0.0,Female,73,Yes,Yes,0,95932,Colusa,7503,Stayed,No,,
IIXK-KFCKQ,8242-PDSGJ,70,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,0.0,0.0,18,No,No,No,39.15,2692.75,0.0,Male,47,No,Yes,0,96105,Chilcoot,650,Stayed,No,,
HTRE-GFFYQ,8337-UPOAQ,10,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,16.88,168.8,24,No,Yes,No,89.8,914.3,0.0,Male,71,Yes,Yes,0,92397,Wrightwood,4253,Churned,Yes,Competitor,Competitor made better offer
VZSA-YPMYD,8548-AWOFC,66,4,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,7.67,506.22,69,No,Yes,Yes,63.85,4264.6,0.0,Male,21,No,Yes,0,92647,Huntington Beach,58764,Stayed,No,,
GXMB-OHGFZ,8680-CGLTP,29,0,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,8.0,232.0,9,No,No,No,58.75,1696.2,0.0,Male,35,No,No,0,94946,Nicasio,607,Stayed,No,,
